sensor_id,sensor_number,reading_number,timestamp,voltage,sheet_name,row_index,column_index
SENP1_S31,31,1,2024-01-01 00:00:00,30.0,SENP1,0,30
SENP1_S32,32,1,2024-01-01 00:00:00,31.0,SENP1,0,31
SENP1_S33,33,1,2024-01-01 00:00:00,32.0,SENP1,0,32
SENP1_S34,34,1,2024-01-01 00:00:00,33.0,SENP1,0,33
SENP1_S35,35,1,2024-01-01 00:00:00,34.0,SENP1,0,34
SENP1_S36,36,1,2024-01-01 00:00:00,35.0,SENP1,0,35
SENP1_S37,37,1,2024-01-01 00:00:00,36.0,SENP1,0,36
SENP1_S38,38,1,2024-01-01 00:00:00,37.0,SENP1,0,37
SENP1_S39,39,1,2024-01-01 00:00:00,38.0,SENP1,0,38
SENP1_S40,40,1,2024-01-01 00:00:00,39.0,SENP1,0,39
SENP1_S41,41,1,2024-01-01 00:00:00,40.0,SENP1,0,40
SENP1_S42,42,1,2024-01-01 00:00:00,41.0,SENP1,0,41
SENP1_S43,43,1,2024-01-01 00:00:00,42.0,SENP1,0,42
SENP1_S44,44,1,2024-01-01 00:00:00,43.0,SENP1,0,43
SENP1_S45,45,1,2024-01-01 00:00:00,44.0,SENP1,0,44
SENP1_S46,46,1,2024-01-01 00:00:00,45.0,SENP1,0,45
SENP1_S47,47,1,2024-01-01 00:00:00,46.0,SENP1,0,46
SENP1_S48,48,1,2024-01-01 00:00:00,47.0,SENP1,0,47
SENP1_S49,49,1,2024-01-01 00:00:00,48.0,SENP1,0,48
SENP1_S50,50,1,2024-01-01 00:00:00,49.0,SENP1,0,49
SENP1_S51,51,1,2024-01-01 00:00:00,50.0,SENP1,0,50
SENP1_S52,52,1,2024-01-01 00:00:00,51.0,SENP1,0,51
SENP1_S53,53,1,2024-01-01 00:00:00,52.0,SENP1,0,52
SENP1_S54,54,1,2024-01-01 00:00:00,53.0,SENP1,0,53
SENP1_S55,55,1,2024-01-01 00:00:00,54.0,SENP1,0,54
SENP1_S56,56,1,2024-01-01 00:00:00,55.0,SENP1,0,55
SENP1_S57,57,1,2024-01-01 00:00:00,56.0,SENP1,0,56
SENP1_S58,58,1,2024-01-01 00:00:00,57.0,SENP1,0,57
SENP1_S59,59,1,2024-01-01 00:00:00,58.0,SENP1,0,58
SENP1_S60,60,1,2024-01-01 00:00:00,59.0,SENP1,0,59
SENP1_S61,61,1,2024-01-01 00:00:00,60.0,SENP1,0,60
SENP1_S2,2,3,2024-01-01 00:10:00,0.12,SENP1,2,1
SENP1_S3,3,3,2024-01-01 00:10:00,1.37,SENP1,2,2
SENP1_S4,4,3,2024-01-01 00:10:00,0.22,SENP1,2,3
SENP1_S5,5,3,2024-01-01 00:10:00,0.48,SENP1,2,4
SENP1_S6,6,3,2024-01-01 00:10:00,0.68,SENP1,2,5
SENP1_S7,7,3,2024-01-01 00:10:00,0.22,SENP1,2,6
SENP1_S8,8,3,2024-01-01 00:10:00,0.98,SENP1,2,7
SENP1_S9,9,3,2024-01-01 00:10:00,1.39,SENP1,2,8
SENP1_S10,10,3,2024-01-01 00:10:00,1.37,SENP1,2,9
SENP1_S11,11,3,2024-01-01 00:10:00,1.5,SENP1,2,10
SENP1_S12,12,3,2024-01-01 00:10:00,1.36,SENP1,2,11
SENP1_S13,13,3,2024-01-01 00:10:00,1.92,SENP1,2,12
SENP1_S14,14,3,2024-01-01 00:10:00,1.5,SENP1,2,13
SENP1_S15,15,3,2024-01-01 00:10:00,1.0,SENP1,2,14
SENP1_S16,16,3,2024-01-01 00:10:00,1.88,SENP1,2,15
SENP1_S17,17,3,2024-01-01 00:10:00,0.88,SENP1,2,16
SENP1_S18,18,3,2024-01-01 00:10:00,1.52,SENP1,2,17
SENP1_S19,19,3,2024-01-01 00:10:00,0.99,SENP1,2,18
SENP1_S20,20,3,2024-01-01 00:10:00,1.09,SENP1,2,19
SENP1_S21,21,3,2024-01-01 00:10:00,0.64,SENP1,2,20
SENP1_S22,22,3,2024-01-01 00:10:00,0.9599999,SENP1,2,21
SENP1_S23,23,3,2024-01-01 00:10:00,1.42,SENP1,2,22
SENP1_S24,24,3,2024-01-01 00:10:00,1.63,SENP1,2,23
SENP1_S25,25,3,2024-01-01 00:10:00,1.16,SENP1,2,24
SENP1_S26,26,3,2024-01-01 00:10:00,0.84,SENP1,2,25
SENP1_S27,27,3,2024-01-01 00:10:00,0.83,SENP1,2,26
SENP1_S28,28,3,2024-01-01 00:10:00,1.06,SENP1,2,27
SENP1_S29,29,3,2024-01-01 00:10:00,1.0,SENP1,2,28
SENP1_S30,30,3,2024-01-01 00:10:00,1.16,SENP1,2,29
SENP1_S31,31,3,2024-01-01 00:10:00,0.83,SENP1,2,30
SENP1_S32,32,3,2024-01-01 00:10:00,0.87,SENP1,2,31
SENP1_S33,33,3,2024-01-01 00:10:00,0.9,SENP1,2,32
SENP1_S34,34,3,2024-01-01 00:10:00,0.93,SENP1,2,33
SENP1_S35,35,3,2024-01-01 00:10:00,1.15,SENP1,2,34
SENP1_S36,36,3,2024-01-01 00:10:00,0.9599999,SENP1,2,35
SENP1_S37,37,3,2024-01-01 00:10:00,1.39,SENP1,2,36
SENP1_S38,38,3,2024-01-01 00:10:00,0.86,SENP1,2,37
SENP1_S39,39,3,2024-01-01 00:10:00,0.87,SENP1,2,38
SENP1_S40,40,3,2024-01-01 00:10:00,1.12,SENP1,2,39
SENP1_S41,41,3,2024-01-01 00:10:00,1.67,SENP1,2,40
SENP1_S42,42,3,2024-01-01 00:10:00,1.13,SENP1,2,41
SENP1_S43,43,3,2024-01-01 00:10:00,0.69,SENP1,2,42
SENP1_S44,44,3,2024-01-01 00:10:00,0.59,SENP1,2,43
SENP1_S45,45,3,2024-01-01 00:10:00,0.6,SENP1,2,44
SENP1_S46,46,3,2024-01-01 00:10:00,1.27,SENP1,2,45
SENP1_S47,47,3,2024-01-01 00:10:00,0.48,SENP1,2,46
SENP1_S48,48,3,2024-01-01 00:10:00,0.5,SENP1,2,47
SENP1_S49,49,3,2024-01-01 00:10:00,1.37,SENP1,2,48
SENP1_S50,50,3,2024-01-01 00:10:00,0.71,SENP1,2,49
SENP1_S51,51,3,2024-01-01 00:10:00,0.67,SENP1,2,50
SENP1_S52,52,3,2024-01-01 00:10:00,0.93,SENP1,2,51
SENP1_S53,53,3,2024-01-01 00:10:00,0.62,SENP1,2,52
SENP1_S54,54,3,2024-01-01 00:10:00,0.64,SENP1,2,53
SENP1_S2,2,4,2024-01-01 00:15:00,0.1,SENP1,3,1
SENP1_S3,3,4,2024-01-01 00:15:00,1.38,SENP1,3,2
SENP1_S4,4,4,2024-01-01 00:15:00,0.22,SENP1,3,3
SENP1_S5,5,4,2024-01-01 00:15:00,0.47,SENP1,3,4
SENP1_S6,6,4,2024-01-01 00:15:00,0.76,SENP1,3,5
SENP1_S7,7,4,2024-01-01 00:15:00,0.24,SENP1,3,6
SENP1_S8,8,4,2024-01-01 00:15:00,0.98,SENP1,3,7
SENP1_S9,9,4,2024-01-01 00:15:00,1.46,SENP1,3,8
SENP1_S10,10,4,2024-01-01 00:15:00,1.38,SENP1,3,9
SENP1_S11,11,4,2024-01-01 00:15:00,1.49,SENP1,3,10
SENP1_S12,12,4,2024-01-01 00:15:00,1.39,SENP1,3,11
SENP1_S13,13,4,2024-01-01 00:15:00,1.86,SENP1,3,12
SENP1_S14,14,4,2024-01-01 00:15:00,1.45,SENP1,3,13
SENP1_S15,15,4,2024-01-01 00:15:00,1.2,SENP1,3,14
SENP1_S16,16,4,2024-01-01 00:15:00,1.89,SENP1,3,15
SENP1_S17,17,4,2024-01-01 00:15:00,0.87,SENP1,3,16
SENP1_S18,18,4,2024-01-01 00:15:00,1.57,SENP1,3,17
SENP1_S19,19,4,2024-01-01 00:15:00,0.98,SENP1,3,18
SENP1_S20,20,4,2024-01-01 00:15:00,1.09,SENP1,3,19
SENP1_S21,21,4,2024-01-01 00:15:00,0.63,SENP1,3,20
SENP1_S22,22,4,2024-01-01 00:15:00,1.03,SENP1,3,21
SENP1_S23,23,4,2024-01-01 00:15:00,1.7,SENP1,3,22
SENP1_S24,24,4,2024-01-01 00:15:00,1.51,SENP1,3,23
SENP1_S25,25,4,2024-01-01 00:15:00,1.17,SENP1,3,24
SENP1_S26,26,4,2024-01-01 00:15:00,0.91,SENP1,3,25
SENP1_S27,27,4,2024-01-01 00:15:00,0.82,SENP1,3,26
SENP1_S28,28,4,2024-01-01 00:15:00,1.08,SENP1,3,27
SENP1_S29,29,4,2024-01-01 00:15:00,1.28,SENP1,3,28
SENP1_S30,30,4,2024-01-01 00:15:00,0.6,SENP1,3,29
SENP1_S31,31,4,2024-01-01 00:15:00,0.83,SENP1,3,30
SENP1_S32,32,4,2024-01-01 00:15:00,0.94,SENP1,3,31
SENP1_S33,33,4,2024-01-01 00:15:00,0.9,SENP1,3,32
SENP1_S34,34,4,2024-01-01 00:15:00,0.92,SENP1,3,33
SENP1_S35,35,4,2024-01-01 00:15:00,1.18,SENP1,3,34
SENP1_S36,36,4,2024-01-01 00:15:00,0.95,SENP1,3,35
SENP1_S37,37,4,2024-01-01 00:15:00,1.44,SENP1,3,36
SENP1_S38,38,4,2024-01-01 00:15:00,0.87,SENP1,3,37
SENP1_S39,39,4,2024-01-01 00:15:00,0.74,SENP1,3,38
SENP1_S40,40,4,2024-01-01 00:15:00,1.16,SENP1,3,39
SENP1_S41,41,4,2024-01-01 00:15:00,1.7,SENP1,3,40
SENP1_S42,42,4,2024-01-01 00:15:00,1.12,SENP1,3,41
SENP1_S43,43,4,2024-01-01 00:15:00,0.68,SENP1,3,42
SENP1_S44,44,4,2024-01-01 00:15:00,0.6,SENP1,3,43
SENP1_S45,45,4,2024-01-01 00:15:00,0.61,SENP1,3,44
SENP1_S46,46,4,2024-01-01 00:15:00,1.21,SENP1,3,45
SENP1_S47,47,4,2024-01-01 00:15:00,1.15,SENP1,3,46
SENP1_S48,48,4,2024-01-01 00:15:00,0.5,SENP1,3,47
SENP1_S49,49,4,2024-01-01 00:15:00,1.45,SENP1,3,48
SENP1_S50,50,4,2024-01-01 00:15:00,0.82,SENP1,3,49
SENP1_S51,51,4,2024-01-01 00:15:00,0.66,SENP1,3,50
SENP1_S52,52,4,2024-01-01 00:15:00,0.9700001,SENP1,3,51
SENP1_S53,53,4,2024-01-01 00:15:00,0.61,SENP1,3,52
SENP1_S54,54,4,2024-01-01 00:15:00,0.34,SENP1,3,53
SENP1_S2,2,5,2024-01-01 00:20:00,0.09,SENP1,4,1
SENP1_S3,3,5,2024-01-01 00:20:00,1.4,SENP1,4,2
SENP1_S4,4,5,2024-01-01 00:20:00,0.12,SENP1,4,3
SENP1_S5,5,5,2024-01-01 00:20:00,0.5,SENP1,4,4
SENP1_S6,6,5,2024-01-01 00:20:00,0.8,SENP1,4,5
SENP1_S7,7,5,2024-01-01 00:20:00,0.21,SENP1,4,6
SENP1_S8,8,5,2024-01-01 00:20:00,0.9700001,SENP1,4,7
SENP1_S9,9,5,2024-01-01 00:20:00,1.51,SENP1,4,8
SENP1_S10,10,5,2024-01-01 00:20:00,1.38,SENP1,4,9
SENP1_S11,11,5,2024-01-01 00:20:00,1.5,SENP1,4,10
SENP1_S12,12,5,2024-01-01 00:20:00,1.34,SENP1,4,11
SENP1_S13,13,5,2024-01-01 00:20:00,1.97,SENP1,4,12
SENP1_S14,14,5,2024-01-01 00:20:00,1.66,SENP1,4,13
SENP1_S15,15,5,2024-01-01 00:20:00,1.18,SENP1,4,14
SENP1_S16,16,5,2024-01-01 00:20:00,1.89,SENP1,4,15
SENP1_S17,17,5,2024-01-01 00:20:00,0.91,SENP1,4,16
SENP1_S18,18,5,2024-01-01 00:20:00,1.57,SENP1,4,17
SENP1_S19,19,5,2024-01-01 00:20:00,0.99,SENP1,4,18
SENP1_S20,20,5,2024-01-01 00:20:00,1.11,SENP1,4,19
SENP1_S21,21,5,2024-01-01 00:20:00,0.62,SENP1,4,20
SENP1_S22,22,5,2024-01-01 00:20:00,2.66,SENP1,4,21
SENP1_S23,23,5,2024-01-01 00:20:00,2.43,SENP1,4,22
SENP1_S24,24,5,2024-01-01 00:20:00,1.49,SENP1,4,23
SENP1_S25,25,5,2024-01-01 00:20:00,1.17,SENP1,4,24
SENP1_S26,26,5,2024-01-01 00:20:00,1.31,SENP1,4,25
SENP1_S27,27,5,2024-01-01 00:20:00,0.85,SENP1,4,26
SENP1_S28,28,5,2024-01-01 00:20:00,1.13,SENP1,4,27
SENP1_S29,29,5,2024-01-01 00:20:00,2.05,SENP1,4,28
SENP1_S30,30,5,2024-01-01 00:20:00,0.57,SENP1,4,29
SENP1_S31,31,5,2024-01-01 00:20:00,1.34,SENP1,4,30
SENP1_S32,32,5,2024-01-01 00:20:00,0.9700001,SENP1,4,31
SENP1_S33,33,5,2024-01-01 00:20:00,0.92,SENP1,4,32
SENP1_S34,34,5,2024-01-01 00:20:00,0.87,SENP1,4,33
SENP1_S35,35,5,2024-01-01 00:20:00,1.21,SENP1,4,34
SENP1_S36,36,5,2024-01-01 00:20:00,0.95,SENP1,4,35
SENP1_S37,37,5,2024-01-01 00:20:00,2.2,SENP1,4,36
SENP1_S38,38,5,2024-01-01 00:20:00,0.89,SENP1,4,37
SENP1_S39,39,5,2024-01-01 00:20:00,0.74,SENP1,4,38
SENP1_S40,40,5,2024-01-01 00:20:00,1.15,SENP1,4,39
SENP1_S41,41,5,2024-01-01 00:20:00,1.66,SENP1,4,40
SENP1_S42,42,5,2024-01-01 00:20:00,1.11,SENP1,4,41
SENP1_S43,43,5,2024-01-01 00:20:00,0.76,SENP1,4,42
SENP1_S44,44,5,2024-01-01 00:20:00,0.62,SENP1,4,43
SENP1_S45,45,5,2024-01-01 00:20:00,0.64,SENP1,4,44
SENP1_S46,46,5,2024-01-01 00:20:00,1.2,SENP1,4,45
SENP1_S47,47,5,2024-01-01 00:20:00,2.01,SENP1,4,46
SENP1_S48,48,5,2024-01-01 00:20:00,0.52,SENP1,4,47
SENP1_S49,49,5,2024-01-01 00:20:00,1.46,SENP1,4,48
SENP1_S50,50,5,2024-01-01 00:20:00,0.88,SENP1,4,49
SENP1_S51,51,5,2024-01-01 00:20:00,0.66,SENP1,4,50
SENP1_S52,52,5,2024-01-01 00:20:00,0.98,SENP1,4,51
SENP1_S53,53,5,2024-01-01 00:20:00,0.87,SENP1,4,52
SENP1_S54,54,5,2024-01-01 00:20:00,0.6,SENP1,4,53
SENP1_S2,2,6,2024-01-01 00:25:00,0.09,SENP1,5,1
SENP1_S3,3,6,2024-01-01 00:25:00,1.4,SENP1,5,2
SENP1_S4,4,6,2024-01-01 00:25:00,0.13,SENP1,5,3
SENP1_S5,5,6,2024-01-01 00:25:00,0.25,SENP1,5,4
SENP1_S6,6,6,2024-01-01 00:25:00,0.88,SENP1,5,5
SENP1_S7,7,6,2024-01-01 00:25:00,0.0,SENP1,5,6
SENP1_S8,8,6,2024-01-01 00:25:00,1.26,SENP1,5,7
SENP1_S9,9,6,2024-01-01 00:25:00,1.52,SENP1,5,8
SENP1_S10,10,6,2024-01-01 00:25:00,1.38,SENP1,5,9
SENP1_S11,11,6,2024-01-01 00:25:00,1.5,SENP1,5,10
SENP1_S12,12,6,2024-01-01 00:25:00,1.36,SENP1,5,11
SENP1_S13,13,6,2024-01-01 00:25:00,2.12,SENP1,5,12
SENP1_S14,14,6,2024-01-01 00:25:00,1.02,SENP1,5,13
SENP1_S15,15,6,2024-01-01 00:25:00,0.47,SENP1,5,14
SENP1_S16,16,6,2024-01-01 00:25:00,1.9,SENP1,5,15
SENP1_S17,17,6,2024-01-01 00:25:00,1.08,SENP1,5,16
SENP1_S18,18,6,2024-01-01 00:25:00,1.61,SENP1,5,17
SENP1_S19,19,6,2024-01-01 00:25:00,1.06,SENP1,5,18
SENP1_S20,20,6,2024-01-01 00:25:00,1.1,SENP1,5,19
SENP1_S21,21,6,2024-01-01 00:25:00,0.62,SENP1,5,20
SENP1_S22,22,6,2024-01-01 00:25:00,2.35,SENP1,5,21
SENP1_S23,23,6,2024-01-01 00:25:00,2.52,SENP1,5,22
SENP1_S24,24,6,2024-01-01 00:25:00,1.49,SENP1,5,23
SENP1_S25,25,6,2024-01-01 00:25:00,1.81,SENP1,5,24
SENP1_S26,26,6,2024-01-01 00:25:00,1.33,SENP1,5,25
SENP1_S27,27,6,2024-01-01 00:25:00,0.83,SENP1,5,26
SENP1_S28,28,6,2024-01-01 00:25:00,1.44,SENP1,5,27
SENP1_S29,29,6,2024-01-01 00:25:00,2.06,SENP1,5,28
SENP1_S30,30,6,2024-01-01 00:25:00,0.98,SENP1,5,29
SENP1_S31,31,6,2024-01-01 00:25:00,1.61,SENP1,5,30
SENP1_S32,32,6,2024-01-01 00:25:00,0.98,SENP1,5,31
SENP1_S33,33,6,2024-01-01 00:25:00,0.93,SENP1,5,32
SENP1_S34,34,6,2024-01-01 00:25:00,1.66,SENP1,5,33
SENP1_S35,35,6,2024-01-01 00:25:00,1.27,SENP1,5,34
SENP1_S36,36,6,2024-01-01 00:25:00,0.92,SENP1,5,35
SENP1_S37,37,6,2024-01-01 00:25:00,2.24,SENP1,5,36
SENP1_S38,38,6,2024-01-01 00:25:00,0.83,SENP1,5,37
SENP1_S39,39,6,2024-01-01 00:25:00,0.77,SENP1,5,38
SENP1_S40,40,6,2024-01-01 00:25:00,1.28,SENP1,5,39
SENP1_S41,41,6,2024-01-01 00:25:00,1.67,SENP1,5,40
SENP1_S42,42,6,2024-01-01 00:25:00,1.12,SENP1,5,41
SENP1_S43,43,6,2024-01-01 00:25:00,0.85,SENP1,5,42
SENP1_S44,44,6,2024-01-01 00:25:00,1.02,SENP1,5,43
SENP1_S45,45,6,2024-01-01 00:25:00,0.6,SENP1,5,44
SENP1_S46,46,6,2024-01-01 00:25:00,1.12,SENP1,5,45
SENP1_S47,47,6,2024-01-01 00:25:00,2.2,SENP1,5,46
SENP1_S48,48,6,2024-01-01 00:25:00,0.57,SENP1,5,47
SENP1_S49,49,6,2024-01-01 00:25:00,1.49,SENP1,5,48
SENP1_S50,50,6,2024-01-01 00:25:00,0.91,SENP1,5,49
SENP1_S51,51,6,2024-01-01 00:25:00,0.8,SENP1,5,50
SENP1_S52,52,6,2024-01-01 00:25:00,0.86,SENP1,5,51
SENP1_S53,53,6,2024-01-01 00:25:00,2.01,SENP1,5,52
SENP1_S54,54,6,2024-01-01 00:25:00,0.61,SENP1,5,53
SENP1_S2,2,7,2024-01-01 00:30:00,0.27,SENP1,6,1
SENP1_S3,3,7,2024-01-01 00:30:00,1.41,SENP1,6,2
SENP1_S4,4,7,2024-01-01 00:30:00,0.29,SENP1,6,3
SENP1_S5,5,7,2024-01-01 00:30:00,0.24,SENP1,6,4
SENP1_S6,6,7,2024-01-01 00:30:00,0.91,SENP1,6,5
SENP1_S7,7,7,2024-01-01 00:30:00,1.16,SENP1,6,6
SENP1_S8,8,7,2024-01-01 00:30:00,1.51,SENP1,6,7
SENP1_S9,9,7,2024-01-01 00:30:00,1.59,SENP1,6,8
SENP1_S10,10,7,2024-01-01 00:30:00,1.37,SENP1,6,9
SENP1_S11,11,7,2024-01-01 00:30:00,1.62,SENP1,6,10
SENP1_S12,12,7,2024-01-01 00:30:00,1.4,SENP1,6,11
SENP1_S13,13,7,2024-01-01 00:30:00,2.19,SENP1,6,12
SENP1_S14,14,7,2024-01-01 00:30:00,1.73,SENP1,6,13
SENP1_S15,15,7,2024-01-01 00:30:00,1.57,SENP1,6,14
SENP1_S16,16,7,2024-01-01 00:30:00,1.9,SENP1,6,15
SENP1_S17,17,7,2024-01-01 00:30:00,1.25,SENP1,6,16
SENP1_S18,18,7,2024-01-01 00:30:00,1.62,SENP1,6,17
SENP1_S19,19,7,2024-01-01 00:30:00,0.81,SENP1,6,18
SENP1_S20,20,7,2024-01-01 00:30:00,1.1,SENP1,6,19
SENP1_S21,21,7,2024-01-01 00:30:00,0.7,SENP1,6,20
SENP1_S22,22,7,2024-01-01 00:30:00,1.08,SENP1,6,21
SENP1_S23,23,7,2024-01-01 00:30:00,2.57,SENP1,6,22
SENP1_S24,24,7,2024-01-01 00:30:00,1.51,SENP1,6,23
SENP1_S25,25,7,2024-01-01 00:30:00,1.8,SENP1,6,24
SENP1_S26,26,7,2024-01-01 00:30:00,1.43,SENP1,6,25
SENP1_S27,27,7,2024-01-01 00:30:00,0.83,SENP1,6,26
SENP1_S28,28,7,2024-01-01 00:30:00,1.75,SENP1,6,27
SENP1_S29,29,7,2024-01-01 00:30:00,2.11,SENP1,6,28
SENP1_S30,30,7,2024-01-01 00:30:00,1.25,SENP1,6,29
SENP1_S31,31,7,2024-01-01 00:30:00,1.56,SENP1,6,30
SENP1_S32,32,7,2024-01-01 00:30:00,1.08,SENP1,6,31
SENP1_S33,33,7,2024-01-01 00:30:00,0.94,SENP1,6,32
SENP1_S34,34,7,2024-01-01 00:30:00,2.04,SENP1,6,33
SENP1_S35,35,7,2024-01-01 00:30:00,1.33,SENP1,6,34
SENP1_S36,36,7,2024-01-01 00:30:00,1.38,SENP1,6,35
SENP1_S37,37,7,2024-01-01 00:30:00,2.26,SENP1,6,36
SENP1_S38,38,7,2024-01-01 00:30:00,0.71,SENP1,6,37
SENP1_S39,39,7,2024-01-01 00:30:00,0.78,SENP1,6,38
SENP1_S40,40,7,2024-01-01 00:30:00,1.53,SENP1,6,39
SENP1_S41,41,7,2024-01-01 00:30:00,1.66,SENP1,6,40
SENP1_S42,42,7,2024-01-01 00:30:00,1.12,SENP1,6,41
SENP1_S43,43,7,2024-01-01 00:30:00,0.88,SENP1,6,42
SENP1_S44,44,7,2024-01-01 00:30:00,1.43,SENP1,6,43
SENP1_S45,45,7,2024-01-01 00:30:00,0.51,SENP1,6,44
SENP1_S46,46,7,2024-01-01 00:30:00,1.11,SENP1,6,45
SENP1_S47,47,7,2024-01-01 00:30:00,2.05,SENP1,6,46
SENP1_S48,48,7,2024-01-01 00:30:00,0.64,SENP1,6,47
SENP1_S49,49,7,2024-01-01 00:30:00,0.85,SENP1,6,48
SENP1_S50,50,7,2024-01-01 00:30:00,0.89,SENP1,6,49
SENP1_S51,51,7,2024-01-01 00:30:00,0.75,SENP1,6,50
SENP1_S52,52,7,2024-01-01 00:30:00,0.84,SENP1,6,51
SENP1_S53,53,7,2024-01-01 00:30:00,1.6,SENP1,6,52
SENP1_S54,54,7,2024-01-01 00:30:00,0.6,SENP1,6,53
SENP1_S2,2,8,2024-01-01 00:35:00,0.0,SENP1,7,1
SENP1_S3,3,8,2024-01-01 00:35:00,1.41,SENP1,7,2
SENP1_S4,4,8,2024-01-01 00:35:00,0.37,SENP1,7,3
SENP1_S5,5,8,2024-01-01 00:35:00,0.3,SENP1,7,4
SENP1_S6,6,8,2024-01-01 00:35:00,0.94,SENP1,7,5
SENP1_S7,7,8,2024-01-01 00:35:00,1.21,SENP1,7,6
SENP1_S8,8,8,2024-01-01 00:35:00,1.56,SENP1,7,7
SENP1_S9,9,8,2024-01-01 00:35:00,1.64,SENP1,7,8
SENP1_S10,10,8,2024-01-01 00:35:00,1.36,SENP1,7,9
SENP1_S11,11,8,2024-01-01 00:35:00,1.66,SENP1,7,10
SENP1_S12,12,8,2024-01-01 00:35:00,1.41,SENP1,7,11
SENP1_S13,13,8,2024-01-01 00:35:00,2.2,SENP1,7,12
SENP1_S14,14,8,2024-01-01 00:35:00,1.73,SENP1,7,13
SENP1_S15,15,8,2024-01-01 00:35:00,2.26,SENP1,7,14
SENP1_S16,16,8,2024-01-01 00:35:00,1.91,SENP1,7,15
SENP1_S17,17,8,2024-01-01 00:35:00,1.31,SENP1,7,16
SENP1_S18,18,8,2024-01-01 00:35:00,1.62,SENP1,7,17
SENP1_S19,19,8,2024-01-01 00:35:00,0.93,SENP1,7,18
SENP1_S20,20,8,2024-01-01 00:35:00,1.08,SENP1,7,19
SENP1_S21,21,8,2024-01-01 00:35:00,0.62,SENP1,7,20
SENP1_S22,22,8,2024-01-01 00:35:00,1.04,SENP1,7,21
SENP1_S23,23,8,2024-01-01 00:35:00,2.59,SENP1,7,22
SENP1_S24,24,8,2024-01-01 00:35:00,1.53,SENP1,7,23
SENP1_S25,25,8,2024-01-01 00:35:00,1.8,SENP1,7,24
SENP1_S26,26,8,2024-01-01 00:35:00,1.45,SENP1,7,25
SENP1_S27,27,8,2024-01-01 00:35:00,0.84,SENP1,7,26
SENP1_S28,28,8,2024-01-01 00:35:00,1.71,SENP1,7,27
SENP1_S29,29,8,2024-01-01 00:35:00,2.16,SENP1,7,28
SENP1_S30,30,8,2024-01-01 00:35:00,1.37,SENP1,7,29
SENP1_S31,31,8,2024-01-01 00:35:00,1.59,SENP1,7,30
SENP1_S32,32,8,2024-01-01 00:35:00,1.14,SENP1,7,31
SENP1_S33,33,8,2024-01-01 00:35:00,0.94,SENP1,7,32
SENP1_S34,34,8,2024-01-01 00:35:00,2.15,SENP1,7,33
SENP1_S35,35,8,2024-01-01 00:35:00,1.34,SENP1,7,34
SENP1_S36,36,8,2024-01-01 00:35:00,1.9,SENP1,7,35
SENP1_S37,37,8,2024-01-01 00:35:00,2.23,SENP1,7,36
SENP1_S38,38,8,2024-01-01 00:35:00,0.68,SENP1,7,37
SENP1_S39,39,8,2024-01-01 00:35:00,0.79,SENP1,7,38
SENP1_S40,40,8,2024-01-01 00:35:00,1.59,SENP1,7,39
SENP1_S41,41,8,2024-01-01 00:35:00,1.64,SENP1,7,40
SENP1_S42,42,8,2024-01-01 00:35:00,1.1,SENP1,7,41
